662/-14.67/-379.93/-57.39,	699/22.33/-372.27/-53.26,	696/19.33/-375.27/-53.92,	638/-38.67/-355.93/-55.79,	1365/688.33/293.73/21.52,	0/-676.67/282.07/0
874721/-12831.50/-167.64/-0.02,	905143/17590.50/4591.36/0.51,	885050/-2502.50/-10496.64/-1.19,	871470/-16082.50/3083.36/0.35,	903934/16381.50/3382.36/0.37,	884997/-2555.50/-10443.64/-1.18
